"INS_INF","INFORMANTE","RESPONSAVEL_BP","COLETOR","NM_INFORMANTE","INSUMO","NM_INSUMO","CARACT_INSUMO","MARCA","PAIS","REGIAO","UF","MUNICIPIO","COTACAO","SAZONALIDADE","TIPO_ESTABELECIMENTO","TP_PRECO","PERIODICIDADE","JOB_UTILIZADO","ITEM_UTILIZADO","DATA_PRECO","PRECO"
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2023-09-13 00:00:00.000,7
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2023-08-23 00:00:00.000,7
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2023-02-23 00:00:00.000,8
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2023-01-13 00:00:00.000,6
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2023-01-03 00:00:00.000,5
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2022-12-13 00:00:00.000,5
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2022-10-03 00:00:00.000,4
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2022-07-23 00:00:00.000,4
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2022-07-13 00:00:00.000,5
279075,18989,MJSIL,MJSIL,MERCADO DA MADALENA  BOXES VARIADOS,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,HORTOMERCADOS,VV,M3,IPC,"110371001",2022-06-03 00:00:00.000,5
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-03-24 00:00:00.000,6.89
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2023-02-04 00:00:00.000,10.99
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-12-24 00:00:00.000,7.79
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-10-14 00:00:00.000,4.89
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-04-14 00:00:00.000,12.5
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2022-04-04 00:00:00.000,12.5
233928,16097,EDMEL,EDMEL,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M4,IPC,"110371001",2021-12-14 00:00:00.000,8.69
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-11-12 00:00:00.000,5.59
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-08-12 00:00:00.000,7.59
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-07-22 00:00:00.000,7.99
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-06-12 00:00:00.000,9.99
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2023-05-22 00:00:00.000,6.89
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-12-02 00:00:00.000,3.59
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-08-22 00:00:00.000,4.59
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-06-22 00:00:00.000,6.29
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-03-02 00:00:00.000,9.69
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-02-22 00:00:00.000,7.49
1538561,90891,BETRE,BETRE,SUPERMERCADO PRAZERES LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M2,IPC,"110371001",2022-01-12 00:00:00.000,9.19
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2023-01-27 00:00:00.000,11.99
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-10-07 00:00:00.000,7.99
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-05-07 00:00:00.000,12.9
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-04-27 00:00:00.000,12.9
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-04-17 00:00:00.000,12.69
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-02-17 00:00:00.000,9.9
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2022-01-17 00:00:00.000,10.9
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2021-12-27 00:00:00.000,9.9
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2021-11-27 00:00:00.000,8.99
949234,55520,BRUSI,BRUSI,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M7,IPC,"110371001",2021-11-07 00:00:00.000,8.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-11-20 00:00:00.000,9.59
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-09-10 00:00:00.000,9.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-08-30 00:00:00.000,9.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-05-10 00:00:00.000,7.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-01-20 00:00:00.000,6.69
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-01-30 00:00:00.000,6.69
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-11-20 00:00:00.000,6.89
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-10-20 00:00:00.000,6.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-08-30 00:00:00.000,6.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-05-30 00:00:00.000,10.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-04-30 00:00:00.000,11.9
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-03-20 00:00:00.000,9.99
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-02-28 00:00:00.000,11.9
646610,39182,VEGOP,VEGOP,Companhia Brasileira de Distribuição,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-02-10 00:00:00.000,11.9
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-11-14 00:00:00.000,3.5
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-10-04 00:00:00.000,4
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-08-04 00:00:00.000,6
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-05-24 00:00:00.000,3
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-05-14 00:00:00.000,3
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-03-04 00:00:00.000,4
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2023-02-14 00:00:00.000,6
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-11-04 00:00:00.000,2.4
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-11-14 00:00:00.000,3
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-10-04 00:00:00.000,2.8
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-07-24 00:00:00.000,3
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-04-14 00:00:00.000,7
1589822,96035,EDMEL,EDMEL,JOSIVALDO BEZERRA DE LIMA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,PESSOA FÍSICA,VV,M4,IPC,"110371001",2022-01-04 00:00:00.000,6
1603033,98030,URALA,URALA,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-11-09 00:00:00.000,8.99
1603033,98030,URALA,URALA,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-09-29 00:00:00.000,9.39
1603033,98030,URALA,URALA,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-08-29 00:00:00.000,12.9
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-10-19 00:00:00.000,10.59
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-07-09 00:00:00.000,9.99
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-05-09 00:00:00.000,7.59
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-04-19 00:00:00.000,6.49
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-03-29 00:00:00.000,6.79
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-11-29 00:00:00.000,4.49
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-07-09 00:00:00.000,9.19
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-03-09 00:00:00.000,9.99
1591612,96242,UBIGO,UBIGO,BOMPRECO SUPERMERCADOS DO NORDESTE LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-01-09 00:00:00.000,9.29
1589070,95892,MFBEZ,MFBEZ,I A DA SILVA MERCEARIA LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,MERCEARIAS E QUITANDAS,VV,M6,IPC,"110371001",2023-11-16 00:00:00.000,5.49
1589070,95892,MFBEZ,OFSIL,I A DA SILVA MERCEARIA LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,MERCEARIAS E QUITANDAS,VV,M6,IPC,"110371001",2022-12-06 00:00:00.000,5.49
1589070,95892,MFBEZ,OFSIL,I A DA SILVA MERCEARIA LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,MERCEARIAS E QUITANDAS,VV,M6,IPC,"110371001",2022-09-16 00:00:00.000,4.49
1589070,95892,MFBEZ,OFSIL,I A DA SILVA MERCEARIA LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,MERCEARIAS E QUITANDAS,VV,M6,IPC,"110371001",2022-08-06 00:00:00.000,3.99
1589070,95892,MFBEZ,OFSIL,I A DA SILVA MERCEARIA LTDA,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,MERCEARIAS E QUITANDAS,VV,M6,IPC,"110371001",2022-01-16 00:00:00.000,6.79
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2023-04-20 00:00:00.000,7.99
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-11-10 00:00:00.000,3.99
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-10-20 00:00:00.000,6.99
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-06-10 00:00:00.000,9.9
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-04-10 00:00:00.000,9.99
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-03-30 00:00:00.000,9.99
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2022-02-20 00:00:00.000,11.9
1436136,85608,VEGOP,VEGOP,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M0,IPC,"110371001",2021-11-20 00:00:00.000,9.9
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-10-09 00:00:00.000,10.9
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-09-09 00:00:00.000,13.48
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2023-04-19 00:00:00.000,8.99
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-12-29 00:00:00.000,8.59
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2022-05-19 00:00:00.000,11.99
1436049,85621,UBIGO,UBIGO,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M9,IPC,"110371001",2021-12-09 00:00:00.000,7.99
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2023-09-13 00:00:00.000,7.36
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2023-09-23 00:00:00.000,9.19
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2023-08-13 00:00:00.000,9.69
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2023-03-13 00:00:00.000,5.87
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2022-12-23 00:00:00.000,9.99
1433793,85584,MJSIL,MJSIL,GRUPO CASAS BAHIA S.A.,452,TOMATE FRESCO OU REFRIGERADO,,,BR,NE,PE,RCE,U,,SUPERMERCADOS E HIPERMERCADOS,VV,M3,IPC,"110371001",2022-11-13 00:00:00.000,9.59
